keys,transactionSize,rangeSize,communities,rangeLocked,communityLocked
100000,10,15,15,66660,13262
100000,10,20,20,40000,15008
100000,10,25,25,36000,4142
100000,10,30,30,26664,6720
100000,10,10,10,70000,19957
100000,10,15,15,39996,13168
100000,10,20,20,35000,14871
100000,10,25,25,36000,8060
100000,10,30,30,33330,3364
100000,10,10,10,60000,10149
100000,10,15,15,53328,13299
100000,10,20,20,45000,9883
100000,10,25,25,32000,11992
100000,10,30,30,26664,6613
100000,10,10,10,70000,20092
100000,10,15,15,46662,13397
100000,10,20,20,40000,9880
100000,10,25,25,36000,12032
100000,10,30,30,26664,9829
100000,10,10,10,70000,20016
100000,10,15,15,39996,13273
100000,10,20,20,30000,15092
100000,10,25,25,32000,12069
100000,10,30,30,26664,10056
100000,10,10,10,70000,20033
100000,10,15,15,53328,13312
100000,10,20,20,45000,4959
100000,10,25,25,32000,7867
100000,10,30,30,26664,13320
100000,10,10,10,60000,39915
100000,10,15,15,46662,6714
100000,10,20,20,30000,5025
100000,10,25,25,36000,12051
100000,10,30,30,26664,6700
100000,10,10,10,70000,20019
100000,10,15,15,39996,13277
100000,10,20,20,35000,5000
100000,10,25,25,36000,4031
100000,10,30,30,26664,6570
100000,10,10,10,50000,10017
100000,10,15,15,53328,33408
100000,10,20,20,35000,19885
100000,10,25,25,32000,4041
100000,10,30,30,29997,6730
100000,10,10,10,50000,40067
100000,10,15,15,46662,6651
100000,10,20,20,35000,14966
100000,10,25,25,40000,7938
100000,10,30,30,29997,6762
100000,10,10,10,60000,10110
100000,10,15,15,46662,13335
100000,10,20,20,30000,10066
100000,10,25,25,36000,8181
100000,10,30,30,23331,3358
100000,10,10,10,70000,19994
100000,10,15,15,53328,33392
100000,10,20,20,25000,4958
100000,10,25,25,36000,12014
100000,10,30,30,29997,6662
100000,10,10,10,80000,10139
100000,10,15,15,53328,13293
100000,10,20,20,40000,10225
100000,10,25,25,32000,7882
100000,10,30,30,29997,3370
100000,10,10,10,70000,29903
100000,10,15,15,46662,13465
100000,10,20,20,30000,9812
100000,10,25,25,40000,3995
100000,10,30,30,26664,6654
100000,10,10,10,70000,40005
100000,10,15,15,46662,13478
100000,10,20,20,35000,4935
100000,10,25,25,32000,8027
100000,10,30,30,23331,6644
100000,10,10,10,70000,29901
100000,10,15,15,59994,13300
100000,10,20,20,40000,5038
100000,10,25,25,28000,15819
100000,10,30,30,26664,10024
100000,10,10,10,70000,39931
100000,10,15,15,59994,13328
100000,10,20,20,40000,9873
100000,10,25,25,36000,12142
100000,10,30,30,23331,10197
100000,10,10,10,80000,30123
100000,10,15,15,59994,6666
100000,10,20,20,45000,9974
100000,10,25,25,32000,4001
100000,10,30,30,33330,16636
100000,10,10,10,60000,9969
100000,10,15,15,53328,13200
100000,10,20,20,45000,9995
100000,10,25,25,40000,7987
100000,10,30,30,26664,3300
100000,10,10,10,50000,19764
100000,10,15,15,46662,6642
100000,10,20,20,45000,14998
100000,10,25,25,24000,20095
100000,10,30,30,29997,10057
100000,10,10,10,60000,20085
100000,10,15,15,46662,20306
100000,10,20,20,35000,4988
100000,10,25,25,32000,11997
100000,10,30,30,26664,3361
100000,10,10,10,60000,19908
100000,10,15,15,46662,13469
100000,10,20,20,40000,10086
100000,10,25,25,32000,15976
100000,10,30,30,23331,6665
100000,10,10,10,50000,19940
100000,10,15,15,46662,6771
100000,10,20,20,40000,5041
100000,10,25,25,36000,8046
100000,10,30,30,23331,13314
100000,10,10,10,60000,9947
100000,10,15,15,46662,19875
100000,10,20,20,40000,20192
100000,10,25,25,36000,12114
100000,10,30,30,23331,3206
100000,10,10,10,70000,20109
100000,10,15,15,59994,20047
100000,10,20,20,45000,4974
100000,10,25,25,40000,12081
100000,10,30,30,29997,3350
100000,10,10,10,60000,29928
100000,10,15,15,53328,13433
100000,10,20,20,40000,10035
100000,10,25,25,36000,8051
100000,10,30,30,23331,9702
100000,10,10,10,70000,29967
100000,10,15,15,53328,19995
100000,10,20,20,45000,9981
100000,10,25,25,28000,8049
100000,10,30,30,26664,9964
100000,10,10,10,50000,19971
100000,10,15,15,59994,13350
100000,10,20,20,40000,10073
100000,10,25,25,24000,3974
100000,10,30,30,23331,9891
100000,10,10,10,50000,30174
100000,10,15,15,53328,6784
100000,10,20,20,35000,9958
100000,10,25,25,32000,15877
100000,10,30,30,19998,10124
100000,10,10,10,60000,20070
100000,10,15,15,53328,6658
100000,10,20,20,45000,20075
100000,10,25,25,28000,7968
100000,10,30,30,29997,3407
100000,10,10,10,40000,40015
100000,10,15,15,33330,13204
100000,10,20,20,45000,5059
100000,10,25,25,28000,3925
100000,10,30,30,29997,6739
100000,10,10,10,60000,9953
100000,10,15,15,59994,26405
100000,10,20,20,40000,14876
100000,10,25,25,32000,11969
100000,10,30,30,29997,3245
100000,10,10,10,70000,29939
100000,10,15,15,46662,19971
100000,10,20,20,35000,10175
100000,10,25,25,32000,16048
100000,10,30,30,29997,13345
100000,10,10,10,50000,20043
100000,10,15,15,46662,26687
100000,10,20,20,50000,9973
100000,10,25,25,28000,3992
100000,10,30,30,33330,10059
100000,10,10,10,60000,40102
100000,10,15,15,39996,13311
100000,10,20,20,40000,9937
100000,10,25,25,36000,11838
100000,10,30,30,29997,20060
100000,10,10,10,80000,9948
100000,10,15,15,46662,20052
100000,10,20,20,40000,5008
100000,10,25,25,28000,12000
100000,10,30,30,33330,6773
100000,10,10,10,60000,29804
100000,10,15,15,53328,13472
100000,10,20,20,35000,14998
100000,10,25,25,36000,4110
100000,10,30,30,29997,10102
100000,10,10,10,70000,9998
100000,10,15,15,53328,12999
100000,10,20,20,40000,10076
100000,10,25,25,28000,12014
100000,10,30,30,26664,6642
100000,10,10,10,70000,9793
100000,10,15,15,53328,20140
100000,10,20,20,50000,4866
100000,10,25,25,36000,8009
100000,10,30,30,26664,3449
100000,10,10,10,70000,49874
100000,10,15,15,46662,26544
100000,10,20,20,45000,4998
100000,10,25,25,28000,8012
100000,10,30,30,29997,10047
100000,10,10,10,60000,29884
100000,10,15,15,53328,13300
100000,10,20,20,35000,5083
100000,10,25,25,32000,7874
100000,10,30,30,26664,6505
100000,10,10,10,70000,19807
100000,10,15,15,53328,13359
100000,10,20,20,40000,15126
100000,10,25,25,32000,11950
100000,10,30,30,33330,6622
100000,10,10,10,70000,20027
100000,10,15,15,53328,6630
100000,10,20,20,35000,10017
100000,10,25,25,32000,11926
100000,10,30,30,29997,6733
100000,10,10,10,80000,49966
100000,10,15,15,53328,13314
100000,10,20,20,35000,15146
100000,10,25,25,36000,4022
100000,10,30,30,29997,10018
100000,10,10,10,40000,39845
100000,10,15,15,39996,19923
100000,10,20,20,45000,5053
100000,10,25,25,36000,7955
100000,10,30,30,29997,6594
100000,10,10,10,70000,19862
100000,10,15,15,59994,13257
100000,10,20,20,40000,5060
100000,10,25,25,36000,11946
100000,10,30,30,26664,9919
100000,10,10,10,60000,29941
100000,10,15,15,53328,26812
100000,10,20,20,40000,10000
100000,10,25,25,36000,3957
100000,10,30,30,29997,3358
100000,10,10,10,70000,10016
100000,10,15,15,53328,13211
100000,10,20,20,35000,9949
100000,10,25,25,40000,8118
100000,10,30,30,29997,6693
100000,10,10,10,70000,20091
100000,10,15,15,53328,13231
100000,10,20,20,40000,10004
100000,10,25,25,24000,11962
100000,10,30,30,29997,3286
100000,10,10,10,50000,9980
100000,10,15,15,46662,6465
100000,10,20,20,45000,9986
100000,10,25,25,36000,12046
100000,10,30,30,29997,10013
100000,10,10,10,50000,19990
100000,10,15,15,53328,13343
100000,10,20,20,35000,15238
100000,10,25,25,40000,11803
100000,10,30,30,33330,3219
100000,10,10,10,60000,30239
100000,10,15,15,53328,19954
100000,10,20,20,30000,10033
100000,10,25,25,32000,11975
100000,10,30,30,23331,6762
100000,10,10,10,80000,29846
100000,10,15,15,39996,13390
100000,10,20,20,40000,15056
100000,10,25,25,32000,7910
100000,10,30,30,33330,6683
100000,10,10,10,90000,20042
100000,10,15,15,53328,20221
100000,10,20,20,40000,14979
100000,10,25,25,32000,3939
100000,10,30,30,26664,6765
100000,10,10,10,60000,19807
100000,10,15,15,46662,13350
100000,10,20,20,40000,15154
100000,10,25,25,36000,3938
100000,10,30,30,26664,6572
100000,10,10,10,60000,19945
100000,10,15,15,46662,13357
100000,10,20,20,40000,4996
100000,10,25,25,32000,16071
100000,10,30,30,29997,6600
100000,10,10,10,60000,20122
100000,10,15,15,53328,6550
100000,10,20,20,40000,10044
100000,10,25,25,36000,12143
100000,10,30,30,26664,3250
100000,10,10,10,60000,10026
100000,10,15,15,53328,20135
100000,10,20,20,40000,10053
100000,10,25,25,32000,7965
100000,10,30,30,29997,3213
100000,10,10,10,60000,19822
100000,10,15,15,59994,13367
100000,10,20,20,35000,9783
100000,10,25,25,36000,7837
100000,10,30,30,23331,3322
100000,10,10,10,60000,29786
100000,10,15,15,53328,19978
100000,10,20,20,35000,9919
100000,10,25,25,36000,16013
100000,10,30,30,26664,13195
100000,10,10,10,60000,19922
100000,10,15,15,53328,19761
100000,10,20,20,25000,15011
100000,10,25,25,28000,7964
100000,10,30,30,29997,6678
100000,10,10,10,80000,20147
100000,10,15,15,46662,6675
100000,10,20,20,50000,14898
100000,10,25,25,36000,8052
100000,10,30,30,29997,9970
100000,10,10,10,60000,19882
100000,10,15,15,39996,13332
100000,10,20,20,35000,15121
100000,10,25,25,24000,19909
100000,10,30,30,29997,10047
100000,10,10,10,70000,40081
100000,10,15,15,59994,20000
100000,10,20,20,40000,15172
100000,10,25,25,28000,4067
100000,10,30,30,29997,3350
100000,10,10,10,60000,10172
100000,10,15,15,53328,6704
100000,10,20,20,50000,14995
100000,10,25,25,32000,3974
100000,10,30,30,26664,3334
100000,10,10,10,70000,9979
100000,10,15,15,46662,13384
100000,10,20,20,40000,10020
100000,10,25,25,32000,8040
100000,10,30,30,29997,6549
100000,10,10,10,80000,20119
100000,10,15,15,46662,13355
100000,10,20,20,40000,9946
100000,10,25,25,36000,4018
100000,10,30,30,23331,10089
100000,10,10,10,70000,39937
100000,10,15,15,53328,20055
100000,10,20,20,40000,9998
100000,10,25,25,28000,7947
100000,10,30,30,29997,3368
100000,10,10,10,60000,29862
100000,10,15,15,46662,20034
100000,10,20,20,40000,5025
100000,10,25,25,36000,7880
100000,10,30,30,29997,6481
100000,10,10,10,60000,19986
100000,10,15,15,53328,13194
100000,10,20,20,30000,10076
100000,10,25,25,32000,11935
100000,10,30,30,29997,6654
100000,10,10,10,60000,30040
100000,10,15,15,46662,20082
100000,10,20,20,40000,14987
100000,10,25,25,32000,11961
100000,10,30,30,26664,3356
100000,10,10,10,60000,10004
100000,10,15,15,59994,13136
100000,10,20,20,30000,9951
100000,10,25,25,36000,11776
100000,10,30,30,29997,3300
100000,10,10,10,70000,20167
100000,10,15,15,46662,19855
100000,10,20,20,35000,4953
100000,10,25,25,32000,15995
100000,10,30,30,33330,6779
100000,10,10,10,40000,19917
100000,10,15,15,53328,13369
100000,10,20,20,35000,4972
100000,10,25,25,32000,7897
100000,10,30,30,33330,13526
100000,10,10,10,60000,9924
100000,10,15,15,46662,13243
100000,10,20,20,40000,5035
100000,10,25,25,32000,7971
100000,10,30,30,23331,13210
100000,10,10,10,60000,19843
100000,10,15,15,46662,19911
100000,10,20,20,40000,9976
100000,10,25,25,28000,3874
100000,10,30,30,29997,6604
100000,10,10,10,70000,9908
100000,10,15,15,59994,20174
100000,10,20,20,35000,9932
100000,10,25,25,32000,12096
100000,10,30,30,29997,6629
100000,10,10,10,60000,20062
100000,10,15,15,59994,13573
100000,10,20,20,40000,5062
100000,10,25,25,36000,3975
100000,10,30,30,26664,6587
100000,10,10,10,60000,9800
100000,10,15,15,46662,13212
100000,10,20,20,45000,9987
100000,10,25,25,32000,12106
100000,10,30,30,29997,6808
100000,10,10,10,70000,20109
100000,10,15,15,53328,20118
100000,10,20,20,35000,19745
100000,10,25,25,32000,3988
100000,10,30,30,23331,6629
100000,10,10,10,70000,30091
100000,10,15,15,53328,20107
100000,10,20,20,45000,9972
100000,10,25,25,32000,7977
100000,10,30,30,19998,3349
100000,10,10,10,70000,30139
100000,10,15,15,53328,26621
100000,10,20,20,35000,4899
100000,10,25,25,36000,15919
100000,10,30,30,29997,10174
100000,10,10,10,50000,30171
100000,10,15,15,53328,13249
100000,10,20,20,40000,4992
100000,10,25,25,36000,4085
100000,10,30,30,26664,3399
100000,10,10,10,60000,39985
100000,10,15,15,39996,13222
100000,10,20,20,30000,10111
100000,10,25,25,36000,8078
100000,10,30,30,26664,6675
100000,10,10,10,70000,9928
100000,10,15,15,46662,20143
100000,10,20,20,45000,9943
100000,10,25,25,32000,12059
100000,10,30,30,26664,9885
100000,10,10,10,60000,30158
100000,10,15,15,39996,6617
100000,10,20,20,40000,4975
100000,10,25,25,32000,8089
100000,10,30,30,26664,6713
100000,10,10,10,70000,30123
100000,10,15,15,53328,13207
100000,10,20,20,45000,10009
100000,10,25,25,32000,7994
100000,10,30,30,29997,6594
100000,10,10,10,50000,19889
100000,10,15,15,39996,13421
100000,10,20,20,35000,5014
100000,10,25,25,36000,8115
100000,10,30,30,29997,6860
100000,10,10,10,80000,29954
100000,10,15,15,53328,13166
100000,10,20,20,40000,14998
100000,10,25,25,36000,11999
100000,10,30,30,29997,6693
100000,10,10,10,60000,39998
100000,10,15,15,46662,20103
100000,10,20,20,40000,15212
100000,10,25,25,32000,11959
100000,10,30,30,26664,3264
100000,10,10,10,60000,29722
100000,10,15,15,46662,20028
100000,10,20,20,45000,9889
100000,10,25,25,40000,16155
100000,10,30,30,26664,6593
100000,10,10,10,80000,30063
100000,10,15,15,53328,19974
100000,10,20,20,40000,15082
100000,10,25,25,36000,7978
100000,10,30,30,23331,6671
100000,10,10,10,50000,20038
100000,10,15,15,46662,19928
100000,10,20,20,40000,20032
100000,10,25,25,32000,8095
100000,10,30,30,29997,6694
100000,10,10,10,60000,29829
100000,10,15,15,39996,13392
100000,10,20,20,40000,9920
100000,10,25,25,36000,12102
100000,10,30,30,29997,6596
100000,10,10,10,60000,30117
100000,10,15,15,53328,6662
100000,10,20,20,45000,9967
100000,10,25,25,36000,8182
100000,10,30,30,23331,3341
100000,10,10,10,60000,19882
100000,10,15,15,59994,19931
100000,10,20,20,40000,10013
100000,10,25,25,32000,7899
100000,10,30,30,33330,9929
100000,10,10,10,50000,19919
100000,10,15,15,53328,20234
100000,10,20,20,35000,9997
100000,10,25,25,32000,8036
100000,10,30,30,29997,6667
100000,10,10,10,70000,29979
100000,10,15,15,46662,6864
100000,10,20,20,40000,10057
100000,10,25,25,28000,7924
100000,10,30,30,33330,10096
100000,10,10,10,60000,19899
100000,10,15,15,59994,13484
100000,10,20,20,40000,15011
100000,10,25,25,36000,8036
100000,10,30,30,33330,6573
100000,10,10,10,60000,10065
100000,10,15,15,53328,13127
100000,10,20,20,40000,9754
100000,10,25,25,40000,3956
100000,10,30,30,29997,3388
100000,10,10,10,70000,20012
100000,10,15,15,46662,6621
100000,10,20,20,35000,10002
100000,10,25,25,28000,15829
100000,10,30,30,29997,10028
100000,10,10,10,80000,19884
100000,10,15,15,46662,13330
100000,10,20,20,45000,15120
100000,10,25,25,32000,7914
100000,10,30,30,26664,13343
100000,10,10,10,60000,20269
100000,10,15,15,53328,6664
100000,10,20,20,35000,15011
100000,10,25,25,32000,8123
100000,10,30,30,33330,6844
100000,10,10,10,50000,30165
100000,10,15,15,39996,13608
100000,10,20,20,45000,10006
100000,10,25,25,32000,16057
100000,10,30,30,33330,10090
100000,10,10,10,70000,29938
100000,10,15,15,66660,6777
100000,10,20,20,35000,9960
100000,10,25,25,28000,11891
100000,10,30,30,33330,3477
100000,10,10,10,50000,19970
100000,10,15,15,53328,13353
100000,10,20,20,35000,14699
100000,10,25,25,28000,4119
100000,10,30,30,33330,10109
100000,10,10,10,40000,30017
100000,10,15,15,46662,19992
100000,10,20,20,40000,4995
100000,10,25,25,32000,11892
100000,10,30,30,29997,3288
100000,10,10,10,60000,20093
100000,10,15,15,46662,13349
100000,10,20,20,40000,14897
100000,10,25,25,36000,8022
100000,10,30,30,23331,6671
100000,10,10,10,60000,50094
100000,10,15,15,46662,6630
100000,10,20,20,40000,10037
100000,10,25,25,40000,8070
100000,10,30,30,29997,6510
100000,10,10,10,50000,40046
100000,10,15,15,53328,6623
100000,10,20,20,40000,24806
100000,10,25,25,36000,8011
100000,10,30,30,29997,6603
100000,10,10,10,60000,30067
100000,10,15,15,53328,20214
100000,10,20,20,45000,5077
100000,10,25,25,32000,8033
100000,10,30,30,29997,6650
100000,10,10,10,60000,20233
100000,10,15,15,66660,6669
100000,10,20,20,35000,5006
100000,10,25,25,32000,11991
100000,10,30,30,29997,10101
100000,10,10,10,80000,10027
100000,10,15,15,53328,20003
100000,10,20,20,50000,5045
100000,10,25,25,36000,7854
100000,10,30,30,26664,10146
100000,10,10,10,70000,20244
100000,10,15,15,46662,19833
100000,10,20,20,40000,19820
100000,10,25,25,36000,4012
100000,10,30,30,29997,10216
100000,10,10,10,60000,19956
100000,10,15,15,59994,13401
100000,10,20,20,35000,15244
100000,10,25,25,32000,12173
100000,10,30,30,33330,10161
100000,10,10,10,70000,20044
100000,10,15,15,39996,13321
100000,10,20,20,45000,15118
100000,10,25,25,32000,4054
100000,10,30,30,26664,10047
100000,10,10,10,60000,30059
100000,10,15,15,39996,19993
100000,10,20,20,45000,9904
100000,10,25,25,36000,12150
100000,10,30,30,33330,6686
100000,10,10,10,70000,19972
100000,10,15,15,53328,19954
100000,10,20,20,35000,14900
100000,10,25,25,28000,4088
100000,10,30,30,29997,10025
100000,10,10,10,70000,19824
100000,10,15,15,33330,13049
100000,10,20,20,40000,9991
100000,10,25,25,36000,4004
100000,10,30,30,26664,6684
100000,10,10,10,70000,10041
100000,10,15,15,46662,6655
100000,10,20,20,40000,10106
100000,10,25,25,36000,4069
100000,10,30,30,33330,10009
100000,10,10,10,60000,19937
100000,10,15,15,59994,6675
100000,10,20,20,45000,5109
100000,10,25,25,28000,8111
100000,10,30,30,33330,6686
100000,10,10,10,50000,30167
100000,10,15,15,39996,6641
100000,10,20,20,45000,5079
100000,10,25,25,28000,8089
100000,10,30,30,26664,6615
100000,10,10,10,80000,30006
100000,10,15,15,53328,19752
100000,10,20,20,40000,10026
100000,10,25,25,36000,8032
100000,10,30,30,33330,13512
100000,10,10,10,70000,9999
100000,10,15,15,53328,20033
100000,10,20,20,40000,10066
100000,10,25,25,32000,8034
100000,10,30,30,26664,6633
100000,10,10,10,40000,19976
100000,10,15,15,46662,13490
100000,10,20,20,40000,15138
100000,10,25,25,32000,3946
100000,10,30,30,26664,6614
100000,10,10,10,80000,9885
100000,10,15,15,59994,13229
100000,10,20,20,35000,10178
100000,10,25,25,28000,12027
100000,10,30,30,33330,6714
100000,10,10,10,60000,19813
100000,10,15,15,46662,13561
100000,10,20,20,35000,14912
100000,10,25,25,32000,12021
100000,10,30,30,26664,6843
100000,10,10,10,80000,19994
100000,10,15,15,39996,13199
100000,10,20,20,40000,15056
100000,10,25,25,32000,7922
100000,10,30,30,33330,16725
100000,10,10,10,70000,20045
100000,10,15,15,53328,6668
100000,10,20,20,45000,9873
100000,10,25,25,28000,7859
100000,10,30,30,26664,13322
100000,10,10,10,60000,19765
100000,10,15,15,59994,6778
100000,10,20,20,40000,15091
100000,10,25,25,36000,7997
100000,10,30,30,29997,10112
100000,10,10,10,80000,9878
100000,10,15,15,59994,19908
100000,10,20,20,40000,10032
100000,10,25,25,28000,4023
100000,10,30,30,29997,6722
100000,10,10,10,50000,10075
100000,10,15,15,59994,13351
100000,10,20,20,50000,10129
100000,10,25,25,32000,12042
100000,10,30,30,29997,9996
100000,10,10,10,70000,29875
100000,10,15,15,53328,26623
100000,10,20,20,45000,4996
100000,10,25,25,24000,4117
100000,10,30,30,26664,6661
100000,10,10,10,70000,10066
100000,10,15,15,46662,6563
100000,10,20,20,45000,10032
100000,10,25,25,24000,3952
100000,10,30,30,29997,3310
100000,10,10,10,70000,20013
100000,10,15,15,39996,6606
100000,10,20,20,40000,14828
100000,10,25,25,32000,11877
100000,10,30,30,29997,6866
100000,10,10,10,50000,20038
100000,10,15,15,46662,13221
100000,10,20,20,35000,9904
100000,10,25,25,36000,8007
100000,10,30,30,26664,10058
100000,10,10,10,50000,9835
100000,10,15,15,59994,6591
100000,10,20,20,40000,19805
100000,10,25,25,36000,12127
100000,10,30,30,29997,6831
100000,10,10,10,70000,19811
100000,10,15,15,53328,19802
100000,10,20,20,40000,4947
100000,10,25,25,36000,4095
100000,10,30,30,29997,6727
100000,10,10,10,80000,20014
100000,10,15,15,53328,19855
100000,10,20,20,40000,5156
100000,10,25,25,28000,8021
100000,10,30,30,29997,13422
100000,10,10,10,60000,9912
100000,10,15,15,53328,20062
100000,10,20,20,35000,10069
100000,10,25,25,32000,4042
100000,10,30,30,26664,3244
100000,10,10,10,70000,40083
100000,10,15,15,46662,6796
100000,10,20,20,30000,10022
100000,10,25,25,28000,4017
100000,10,30,30,33330,6696
100000,10,10,10,70000,29834
100000,10,15,15,46662,13266
100000,10,20,20,40000,9913
100000,10,25,25,32000,11987
100000,10,30,30,26664,6697
100000,10,10,10,60000,30252
100000,10,15,15,46662,13383
100000,10,20,20,35000,10014
100000,10,25,25,28000,12091
100000,10,30,30,33330,9804
100000,10,10,10,60000,29929
100000,10,15,15,53328,20010
100000,10,20,20,40000,20202
100000,10,25,25,36000,8055
100000,10,30,30,29997,9955
100000,10,10,10,80000,30015
100000,10,15,15,53328,13205
100000,10,20,20,35000,10086
100000,10,25,25,28000,12050
100000,10,30,30,29997,6549
100000,10,10,10,70000,39954
100000,10,15,15,39996,19941
100000,10,20,20,40000,15274
100000,10,25,25,32000,7790
100000,10,30,30,33330,3311
100000,10,10,10,70000,29824
100000,10,15,15,53328,13235
100000,10,20,20,40000,14922
100000,10,25,25,32000,11998
100000,10,30,30,26664,9998
100000,10,10,10,60000,20022
100000,10,15,15,53328,13316
100000,10,20,20,40000,20012
100000,10,25,25,32000,15980
100000,10,30,30,29997,9853
100000,10,10,10,70000,10211
100000,10,15,15,46662,6548
100000,10,20,20,40000,4984
100000,10,25,25,36000,11985
100000,10,30,30,29997,9868
100000,10,10,10,50000,10127
100000,10,15,15,53328,33548
100000,10,20,20,45000,10035
100000,10,25,25,32000,12036
100000,10,30,30,26664,10076
100000,10,10,10,70000,40068
100000,10,15,15,53328,13404
100000,10,20,20,40000,9968
100000,10,25,25,32000,4080
100000,10,30,30,29997,3299
100000,10,10,10,70000,30121
100000,10,15,15,46662,26735
100000,10,20,20,40000,9742
100000,10,25,25,28000,4051
100000,10,30,30,29997,9919
100000,10,10,10,70000,40005
100000,10,15,15,53328,6712
100000,10,20,20,40000,9994
100000,10,25,25,32000,16031
100000,10,30,30,29997,6641
100000,10,10,10,60000,19871
100000,10,15,15,46662,13268
100000,10,20,20,45000,4998
100000,10,25,25,32000,15785
100000,10,30,30,29997,6647
100000,10,10,10,50000,9975
100000,10,15,15,46662,13313
100000,10,20,20,45000,10035
100000,10,25,25,36000,7824
100000,10,30,30,29997,10017
100000,10,10,10,60000,9884
100000,10,15,15,59994,6692
100000,10,20,20,50000,4981
100000,10,25,25,32000,11995
100000,10,30,30,26664,3302
100000,10,10,10,70000,9900
100000,10,15,15,46662,13345
100000,10,20,20,40000,14956
100000,10,25,25,36000,7964
100000,10,30,30,29997,6756
100000,10,10,10,60000,10140
100000,10,15,15,53328,13453
100000,10,20,20,50000,4959
100000,10,25,25,32000,11914
100000,10,30,30,26664,3343
100000,10,10,10,70000,29967
100000,10,15,15,53328,13655
100000,10,20,20,45000,5044
100000,10,25,25,40000,8020
100000,10,30,30,26664,6626
100000,10,10,10,60000,19827
100000,10,15,15,46662,13283
100000,10,20,20,45000,15021
100000,10,25,25,36000,7999
100000,10,30,30,33330,3333
100000,10,10,10,60000,19949
100000,10,15,15,53328,20056
100000,10,20,20,35000,14820
100000,10,25,25,32000,8029
100000,10,30,30,29997,13254
100000,10,10,10,70000,20067
100000,10,15,15,53328,20047
100000,10,20,20,45000,15026
100000,10,25,25,32000,4024
100000,10,30,30,23331,3303
100000,10,10,10,80000,10115
100000,10,15,15,46662,13293
100000,10,20,20,40000,14943
100000,10,25,25,36000,4055
100000,10,30,30,26664,6533
100000,10,10,10,60000,19994
100000,10,15,15,66660,13287
100000,10,20,20,50000,4957
100000,10,25,25,32000,11825
100000,10,30,30,33330,3323
100000,10,10,10,50000,49921
100000,10,15,15,46662,20152
100000,10,20,20,35000,4938
100000,10,25,25,28000,7997
100000,10,30,30,33330,9748
100000,10,10,10,70000,9942
100000,10,15,15,46662,6657
100000,10,20,20,30000,4939
100000,10,25,25,32000,16000
100000,10,30,30,26664,3393
100000,10,10,10,60000,20138
100000,10,15,15,46662,26737
100000,10,20,20,35000,4997
100000,10,25,25,32000,3933
100000,10,30,30,29997,10000
100000,10,10,10,70000,9991
100000,10,15,15,53328,20386
100000,10,20,20,35000,9851
100000,10,25,25,36000,4084
100000,10,30,30,29997,10134
100000,10,10,10,70000,30108
100000,10,15,15,46662,6671
100000,10,20,20,35000,9970
100000,10,25,25,36000,12142
100000,10,30,30,26664,6739
100000,10,10,10,70000,29747
100000,10,15,15,46662,20050
100000,10,20,20,40000,15043
100000,10,25,25,28000,7848
100000,10,30,30,29997,6560
100000,10,10,10,70000,29855
100000,10,15,15,53328,13331
100000,10,20,20,40000,20109
100000,10,25,25,32000,12083
100000,10,30,30,26664,6744
100000,10,10,10,80000,9967
100000,10,15,15,46662,13402
100000,10,20,20,35000,14967
100000,10,25,25,36000,12104
100000,10,30,30,29997,6607
100000,10,10,10,70000,9890
100000,10,15,15,53328,13478
100000,10,20,20,40000,10078
100000,10,25,25,36000,7993
100000,10,30,30,29997,6780
100000,10,10,10,60000,29962
100000,10,15,15,59994,6734
100000,10,20,20,30000,9882
100000,10,25,25,28000,7977
100000,10,30,30,23331,6678
100000,10,10,10,60000,19919
100000,10,15,15,59994,13385
100000,10,20,20,45000,9998
100000,10,25,25,32000,11918
100000,10,30,30,23331,16597
100000,10,10,10,40000,29803
100000,10,15,15,53328,20199
100000,10,20,20,30000,14980
100000,10,25,25,32000,8133
100000,10,30,30,29997,13343
100000,10,10,10,70000,20259
100000,10,15,15,53328,13177
100000,10,20,20,45000,9963
100000,10,25,25,32000,7931
100000,10,30,30,29997,6643
100000,10,10,10,60000,39954
100000,10,15,15,46662,26537
100000,10,20,20,35000,15005
100000,10,25,25,32000,16104
100000,10,30,30,19998,6678
100000,10,10,10,70000,10023
100000,10,15,15,46662,19845
100000,10,20,20,45000,10074
100000,10,25,25,32000,7866
100000,10,30,30,29997,3349
100000,10,10,10,70000,20040
100000,10,15,15,53328,13204
100000,10,20,20,50000,5003
100000,10,25,25,40000,11833
100000,10,30,30,29997,6681
100000,10,10,10,60000,19982
100000,10,15,15,46662,6682
100000,10,20,20,45000,5016
100000,10,25,25,32000,12088
100000,10,30,30,33330,6645
100000,10,10,10,60000,39950
100000,10,15,15,53328,6761
100000,10,20,20,35000,4996
100000,10,25,25,28000,11965
100000,10,30,30,26664,3324
100000,10,10,10,80000,19992
100000,10,15,15,46662,20027
100000,10,20,20,35000,14965
100000,10,25,25,40000,4079
100000,10,30,30,33330,16667
100000,10,10,10,60000,29795
100000,10,15,15,53328,19995
100000,10,20,20,35000,14915
100000,10,25,25,28000,20083
100000,10,30,30,26664,10043
100000,10,10,10,50000,9965
100000,10,15,15,46662,6579
100000,10,20,20,40000,20425
100000,10,25,25,28000,11799
100000,10,30,30,29997,3349
100000,10,10,10,70000,20219
100000,10,15,15,39996,13339
100000,10,20,20,35000,15245
100000,10,25,25,32000,16095
100000,10,30,30,26664,3292
100000,10,10,10,60000,20049
100000,10,15,15,53328,6663
