keys,transactionSize,rangeSize,communities,rangeLocked,communityLocked
100000,10,20,20,40000,10005
100000,10,25,25,36000,16187
100000,10,30,30,29997,13500
100000,10,10,10,80000,30155
100000,10,15,15,59994,6544
100000,10,20,20,45000,10053
100000,10,25,25,32000,8007
100000,10,30,30,33330,9904
100000,10,10,10,70000,50165
100000,10,15,15,59994,6656
100000,10,20,20,30000,4995
100000,10,25,25,36000,3982
100000,10,30,30,23331,3291
100000,10,10,10,60000,20047
100000,10,15,15,53328,13287
100000,10,20,20,40000,9828
100000,10,25,25,28000,3864
100000,10,30,30,23331,9937
100000,10,10,10,70000,19961
100000,10,15,15,53328,20123
100000,10,20,20,40000,5080
100000,10,25,25,32000,16026
100000,10,30,30,26664,6715
100000,10,10,10,50000,9983
100000,10,15,15,53328,6640
100000,10,20,20,40000,9971
100000,10,25,25,40000,8011
100000,10,30,30,29997,3328
100000,10,10,10,70000,30059
100000,10,15,15,59994,13318
100000,10,20,20,45000,5012
100000,10,25,25,32000,8109
100000,10,30,30,26664,9968
100000,10,10,10,50000,19915
100000,10,15,15,46662,19885
100000,10,20,20,40000,14775
100000,10,25,25,40000,12043
100000,10,30,30,26664,6697
100000,10,10,10,50000,9818
100000,10,15,15,46662,13291
100000,10,20,20,45000,5080
100000,10,25,25,28000,3971
100000,10,30,30,26664,9892
100000,10,10,10,70000,19891
100000,10,15,15,46662,6689
100000,10,20,20,45000,10006
100000,10,25,25,28000,7983
100000,10,30,30,26664,3358
100000,10,10,10,60000,20022
100000,10,15,15,46662,19807
100000,10,20,20,45000,5061
100000,10,25,25,32000,8014
100000,10,30,30,29997,3414
100000,10,10,10,70000,10032
100000,10,15,15,39996,33462
100000,10,20,20,45000,10044
100000,10,25,25,36000,12025
100000,10,30,30,26664,6489
100000,10,10,10,70000,30197
100000,10,15,15,46662,13273
100000,10,20,20,40000,5078
100000,10,25,25,36000,4051
100000,10,30,30,29997,6687
100000,10,10,10,60000,10098
100000,10,15,15,46662,19998
100000,10,20,20,35000,10039
100000,10,25,25,36000,4005
100000,10,30,30,23331,6666
100000,10,10,10,80000,30053
100000,10,15,15,39996,13214
100000,10,20,20,30000,15020
100000,10,25,25,36000,11894
100000,10,30,30,29997,13317
100000,10,10,10,70000,30207
100000,10,15,15,46662,13383
100000,10,20,20,40000,20134
100000,10,25,25,32000,3929
100000,10,30,30,29997,6730
100000,10,10,10,50000,20173
100000,10,15,15,53328,13395
100000,10,20,20,40000,15180
100000,10,25,25,24000,8072
100000,10,30,30,33330,6832
100000,10,10,10,60000,9944
100000,10,15,15,46662,13136
100000,10,20,20,45000,15107
100000,10,25,25,28000,8133
100000,10,30,30,29997,6632
100000,10,10,10,70000,20243
100000,10,15,15,59994,19855
100000,10,20,20,35000,14942
100000,10,25,25,36000,12125
100000,10,30,30,29997,3210
100000,10,10,10,70000,10004
100000,10,15,15,53328,26515
100000,10,20,20,45000,24830
100000,10,25,25,24000,12219
100000,10,30,30,33330,3327
100000,10,10,10,80000,10051
100000,10,15,15,53328,13276
100000,10,20,20,40000,5082
100000,10,25,25,40000,8069
100000,10,30,30,26664,3278
100000,10,10,10,70000,19980
100000,10,15,15,39996,13453
100000,10,20,20,40000,5067
100000,10,25,25,32000,11967
100000,10,30,30,29997,6551
100000,10,10,10,80000,30084
100000,10,15,15,53328,26662
100000,10,20,20,45000,14863
100000,10,25,25,40000,7806
100000,10,30,30,29997,6691
100000,10,10,10,60000,19796
100000,10,15,15,39996,13458
100000,10,20,20,45000,9969
100000,10,25,25,36000,8090
100000,10,30,30,29997,16404
100000,10,10,10,60000,30199
100000,10,15,15,53328,19940
100000,10,20,20,45000,9988
100000,10,25,25,36000,16040
100000,10,30,30,23331,9987
100000,10,10,10,50000,9831
100000,10,15,15,53328,19902
100000,10,20,20,40000,14943
100000,10,25,25,40000,3949
100000,10,30,30,29997,9904
100000,10,10,10,90000,20108
100000,10,15,15,46662,13319
100000,10,20,20,45000,10208
100000,10,25,25,28000,7976
100000,10,30,30,29997,6653
100000,10,10,10,80000,19887
100000,10,15,15,53328,13243
100000,10,20,20,45000,4997
100000,10,25,25,36000,15969
100000,10,30,30,19998,3316
100000,10,10,10,60000,10059
100000,10,15,15,59994,6740
100000,10,20,20,45000,15166
100000,10,25,25,36000,3971
100000,10,30,30,29997,10084
100000,10,10,10,70000,20228
100000,10,15,15,53328,20079
100000,10,20,20,30000,9928
100000,10,25,25,28000,11906
100000,10,30,30,29997,6686
100000,10,10,10,70000,20045
100000,10,15,15,53328,26607
100000,10,20,20,40000,5058
100000,10,25,25,28000,4063
100000,10,30,30,29997,3426
100000,10,10,10,60000,20093
100000,10,15,15,53328,6601
100000,10,20,20,40000,10023
100000,10,25,25,28000,11926
100000,10,30,30,26664,13236
100000,10,10,10,70000,10063
100000,10,15,15,33330,20064
100000,10,20,20,45000,5022
100000,10,25,25,32000,12002
100000,10,30,30,23331,3297
100000,10,10,10,70000,20017
100000,10,15,15,46662,20051
100000,10,20,20,45000,10071
100000,10,25,25,36000,19872
100000,10,30,30,26664,3224
100000,10,10,10,80000,9955
100000,10,15,15,46662,6684
100000,10,20,20,40000,15025
100000,10,25,25,28000,3984
100000,10,30,30,26664,10123
100000,10,10,10,70000,29873
100000,10,15,15,39996,6543
100000,10,20,20,40000,15112
100000,10,25,25,32000,3868
100000,10,30,30,29997,9964
100000,10,10,10,60000,10019
100000,10,15,15,46662,20158
100000,10,20,20,35000,10094
100000,10,25,25,36000,7970
100000,10,30,30,29997,6781
100000,10,10,10,60000,19951
100000,10,15,15,46662,6748
100000,10,20,20,40000,4986
100000,10,25,25,32000,4010
100000,10,30,30,23331,13421
100000,10,10,10,70000,10094
100000,10,15,15,53328,19942
100000,10,20,20,30000,4975
100000,10,25,25,36000,7848
100000,10,30,30,26664,6683
100000,10,10,10,70000,9938
100000,10,15,15,59994,6713
100000,10,20,20,45000,14990
100000,10,25,25,36000,3980
100000,10,30,30,29997,6592
100000,10,10,10,50000,20147
100000,10,15,15,39996,13328
100000,10,20,20,35000,9935
100000,10,25,25,40000,11918
100000,10,30,30,29997,6709
100000,10,10,10,60000,10058
100000,10,15,15,59994,13335
100000,10,20,20,40000,14887
100000,10,25,25,28000,12013
100000,10,30,30,29997,6551
100000,10,10,10,80000,9887
100000,10,15,15,53328,19985
100000,10,20,20,45000,5070
100000,10,25,25,28000,11998
100000,10,30,30,33330,3420
100000,10,10,10,60000,30142
100000,10,15,15,46662,13326
100000,10,20,20,35000,5052
100000,10,25,25,32000,11927
100000,10,30,30,29997,9942
100000,10,10,10,70000,30174
100000,10,15,15,53328,13135
100000,10,20,20,45000,9917
100000,10,25,25,36000,12078
100000,10,30,30,29997,6626
100000,10,10,10,60000,40055
100000,10,15,15,53328,13328
100000,10,20,20,35000,10109
100000,10,25,25,36000,7976
100000,10,30,30,23331,3331
100000,10,10,10,60000,9909
100000,10,15,15,59994,6633
100000,10,20,20,35000,15020
100000,10,25,25,40000,15939
100000,10,30,30,29997,19899
100000,10,10,10,70000,20037
100000,10,15,15,59994,13310
100000,10,20,20,40000,10117
100000,10,25,25,40000,7938
100000,10,30,30,33330,9971
100000,10,10,10,80000,30106
100000,10,15,15,46662,13187
100000,10,20,20,40000,14955
100000,10,25,25,28000,12137
100000,10,30,30,26664,6737
100000,10,10,10,50000,9983
100000,10,15,15,39996,13351
100000,10,20,20,35000,4963
100000,10,25,25,32000,3950
100000,10,30,30,26664,3346
100000,10,10,10,60000,49985
100000,10,15,15,53328,13331
100000,10,20,20,40000,14941
100000,10,25,25,32000,11840
100000,10,30,30,29997,9797
100000,10,10,10,50000,29862
100000,10,15,15,53328,19982
100000,10,20,20,45000,9875
100000,10,25,25,28000,11939
100000,10,30,30,26664,9915
100000,10,10,10,60000,19947
100000,10,15,15,53328,6538
100000,10,20,20,45000,14908
100000,10,25,25,28000,16033
100000,10,30,30,26664,10108
100000,10,10,10,60000,10018
100000,10,15,15,46662,13420
100000,10,20,20,40000,9932
100000,10,25,25,32000,12045
100000,10,30,30,29997,13359
100000,10,10,10,50000,20035
100000,10,15,15,39996,19903
100000,10,20,20,40000,15054
100000,10,25,25,28000,12146
100000,10,30,30,26664,6549
100000,10,10,10,60000,20102
100000,10,15,15,46662,33166
100000,10,20,20,45000,9969
100000,10,25,25,36000,11857
100000,10,30,30,33330,13259
100000,10,10,10,70000,19977
100000,10,15,15,46662,13361
100000,10,20,20,40000,4860
100000,10,25,25,24000,11954
100000,10,30,30,23331,3245
100000,10,10,10,60000,30003
100000,10,15,15,33330,6781
100000,10,20,20,40000,10037
100000,10,25,25,40000,8132
100000,10,30,30,19998,10045
100000,10,10,10,80000,9973
100000,10,15,15,53328,6730
100000,10,20,20,45000,5032
100000,10,25,25,32000,11975
100000,10,30,30,26664,6755
100000,10,10,10,50000,10104
100000,10,15,15,53328,19884
100000,10,20,20,45000,15044
100000,10,25,25,36000,4033
100000,10,30,30,26664,3280
100000,10,10,10,70000,19778
100000,10,15,15,46662,13470
100000,10,20,20,35000,4999
100000,10,25,25,28000,8078
100000,10,30,30,29997,13412
100000,10,10,10,90000,20040
100000,10,15,15,53328,13423
100000,10,20,20,50000,24985
100000,10,25,25,36000,11884
100000,10,30,30,33330,6603
100000,10,10,10,70000,10026
100000,10,15,15,59994,13454
100000,10,20,20,35000,14881
100000,10,25,25,32000,8089
100000,10,30,30,26664,9857
100000,10,10,10,40000,19908
100000,10,15,15,53328,26550
100000,10,20,20,45000,9923
100000,10,25,25,36000,8069
100000,10,30,30,29997,6613
100000,10,10,10,80000,20090
100000,10,15,15,46662,19871
100000,10,20,20,40000,19971
100000,10,25,25,40000,16036
100000,10,30,30,33330,9816
100000,10,10,10,70000,19915
100000,10,15,15,53328,6632
100000,10,20,20,40000,4973
100000,10,25,25,36000,7956
100000,10,30,30,29997,6701
100000,10,10,10,70000,30043
100000,10,15,15,46662,13423
100000,10,20,20,40000,9922
100000,10,25,25,32000,7979
100000,10,30,30,29997,3375
100000,10,10,10,60000,19770
100000,10,15,15,33330,13516
100000,10,20,20,40000,25119
100000,10,25,25,36000,8025
100000,10,30,30,26664,6717
100000,10,10,10,60000,19922
100000,10,15,15,53328,13487
100000,10,20,20,40000,5076
100000,10,25,25,32000,11994
100000,10,30,30,23331,13475
100000,10,10,10,70000,19765
100000,10,15,15,53328,26560
100000,10,20,20,35000,15162
100000,10,25,25,28000,7941
100000,10,30,30,29997,16672
100000,10,10,10,70000,9958
100000,10,15,15,53328,19928
100000,10,20,20,40000,10150
100000,10,25,25,36000,15895
100000,10,30,30,33330,3294
100000,10,10,10,50000,19906
100000,10,15,15,46662,13258
100000,10,20,20,35000,4886
100000,10,25,25,40000,12114
100000,10,30,30,29997,6712
100000,10,10,10,50000,9976
100000,10,15,15,59994,13431
100000,10,20,20,40000,10056
100000,10,25,25,36000,11815
100000,10,30,30,33330,16811
100000,10,10,10,70000,10007
100000,10,15,15,59994,6725
100000,10,20,20,30000,14984
100000,10,25,25,32000,16121
100000,10,30,30,26664,6652
100000,10,10,10,60000,20081
100000,10,15,15,46662,6611
100000,10,20,20,45000,19997
100000,10,25,25,32000,11926
100000,10,30,30,26664,6731
100000,10,10,10,50000,39969
100000,10,15,15,46662,6671
100000,10,20,20,35000,4912
100000,10,25,25,40000,11880
100000,10,30,30,29997,6655
100000,10,10,10,60000,20167
100000,10,15,15,46662,19986
100000,10,20,20,40000,4964
100000,10,25,25,36000,4038
100000,10,30,30,26664,9920
100000,10,10,10,60000,29761
100000,10,15,15,59994,13413
100000,10,20,20,35000,4979
100000,10,25,25,32000,4028
100000,10,30,30,29997,3374
100000,10,10,10,60000,20060
100000,10,15,15,59994,19703
100000,10,20,20,40000,4967
100000,10,25,25,36000,7962
100000,10,30,30,26664,13337
100000,10,10,10,50000,40047
100000,10,15,15,39996,13356
100000,10,20,20,40000,9937
100000,10,25,25,40000,8093
100000,10,30,30,29997,16630
100000,10,10,10,80000,19938
100000,10,15,15,39996,6622
100000,10,20,20,35000,9982
100000,10,25,25,32000,4129
100000,10,30,30,29997,13389
100000,10,10,10,60000,29906
100000,10,15,15,59994,6702
100000,10,20,20,45000,9794
100000,10,25,25,36000,7957
100000,10,30,30,29997,9989
100000,10,10,10,70000,29882
100000,10,15,15,46662,13446
100000,10,20,20,45000,10043
100000,10,25,25,28000,19980
100000,10,30,30,23331,13425
100000,10,10,10,70000,19891
100000,10,15,15,59994,13254
100000,10,20,20,40000,15173
100000,10,25,25,28000,16069
100000,10,30,30,23331,3306
100000,10,10,10,70000,9940
100000,10,15,15,46662,13157
100000,10,20,20,30000,4876
100000,10,25,25,32000,8059
100000,10,30,30,29997,6673
100000,10,10,10,50000,20140
100000,10,15,15,46662,13250
100000,10,20,20,30000,10086
100000,10,25,25,28000,12119
100000,10,30,30,26664,3333
100000,10,10,10,50000,20162
100000,10,15,15,46662,20110
100000,10,20,20,35000,4984
100000,10,25,25,40000,8024
100000,10,30,30,29997,9902
100000,10,10,10,80000,10071
100000,10,15,15,59994,13212
100000,10,20,20,50000,15024
100000,10,25,25,36000,7940
100000,10,30,30,29997,6693
100000,10,10,10,70000,19866
100000,10,15,15,53328,26530
100000,10,20,20,40000,5035
100000,10,25,25,36000,4017
100000,10,30,30,29997,6657
100000,10,10,10,70000,40156
100000,10,15,15,46662,13295
100000,10,20,20,40000,10088
100000,10,25,25,36000,11924
100000,10,30,30,33330,3333
100000,10,10,10,70000,39867
100000,10,15,15,46662,6786
100000,10,20,20,30000,10053
100000,10,25,25,36000,8193
100000,10,30,30,29997,6727
100000,10,10,10,80000,10080
100000,10,15,15,33330,6673
100000,10,20,20,40000,14891
100000,10,25,25,32000,7984
100000,10,30,30,29997,10034
100000,10,10,10,80000,10153
100000,10,15,15,53328,19941
100000,10,20,20,35000,9946
100000,10,25,25,32000,8143
100000,10,30,30,23331,3349
100000,10,10,10,60000,29900
100000,10,15,15,46662,19876
100000,10,20,20,40000,15010
100000,10,25,25,36000,3859
100000,10,30,30,23331,9978
100000,10,10,10,80000,19850
100000,10,15,15,53328,6740
100000,10,20,20,45000,15195
100000,10,25,25,28000,8014
100000,10,30,30,23331,10136
100000,10,10,10,60000,20035
100000,10,15,15,46662,13307
100000,10,20,20,45000,10077
100000,10,25,25,28000,12176
100000,10,30,30,29997,9871
100000,10,10,10,80000,20290
100000,10,15,15,46662,20007
100000,10,20,20,25000,4983
100000,10,25,25,28000,12197
100000,10,30,30,26664,13357
100000,10,10,10,80000,29932
100000,10,15,15,46662,13350
100000,10,20,20,35000,20099
100000,10,25,25,36000,4073
100000,10,30,30,19998,6709
100000,10,10,10,80000,20204
100000,10,15,15,39996,19905
100000,10,20,20,40000,4933
100000,10,25,25,28000,3973
100000,10,30,30,23331,13394
100000,10,10,10,60000,40072
100000,10,15,15,46662,6679
100000,10,20,20,40000,14948
100000,10,25,25,36000,7918
100000,10,30,30,29997,3364
100000,10,10,10,50000,29846
100000,10,15,15,46662,13276
100000,10,20,20,35000,9949
100000,10,25,25,32000,8130
100000,10,30,30,33330,3335
100000,10,10,10,60000,9973
100000,10,15,15,39996,13435
100000,10,20,20,40000,19885
100000,10,25,25,36000,11760
100000,10,30,30,26664,3416
100000,10,10,10,60000,30106
100000,10,15,15,59994,13254
100000,10,20,20,40000,14959
100000,10,25,25,36000,3962
100000,10,30,30,29997,6634
100000,10,10,10,70000,9914
100000,10,15,15,46662,13312
100000,10,20,20,40000,20098
100000,10,25,25,36000,7930
100000,10,30,30,26664,3401
100000,10,10,10,80000,20042
100000,10,15,15,46662,6777
100000,10,20,20,30000,4906
100000,10,25,25,40000,11941
100000,10,30,30,29997,13341
100000,10,10,10,80000,10147
100000,10,15,15,39996,20114
100000,10,20,20,50000,9889
100000,10,25,25,32000,4002
100000,10,30,30,26664,6779
100000,10,10,10,70000,9982
100000,10,15,15,53328,20073
100000,10,20,20,40000,4869
100000,10,25,25,40000,11966
100000,10,30,30,26664,6774
100000,10,10,10,50000,19987
100000,10,15,15,46662,6682
100000,10,20,20,50000,10024
100000,10,25,25,36000,28071
100000,10,30,30,33330,6675
100000,10,10,10,80000,30099
100000,10,15,15,46662,13339
100000,10,20,20,30000,9842
100000,10,25,25,32000,11951
100000,10,30,30,29997,6557
100000,10,10,10,70000,20133
100000,10,15,15,53328,26778
100000,10,20,20,35000,14969
100000,10,25,25,36000,16007
100000,10,30,30,29997,6603
100000,10,10,10,70000,10022
100000,10,15,15,46662,13251
100000,10,20,20,40000,5082
100000,10,25,25,32000,7838
100000,10,30,30,33330,3273
100000,10,10,10,60000,20168
100000,10,15,15,53328,13468
100000,10,20,20,45000,4904
100000,10,25,25,36000,3953
100000,10,30,30,33330,6511
100000,10,10,10,80000,39856
100000,10,15,15,46662,20436
100000,10,20,20,45000,9887
100000,10,25,25,40000,7975
100000,10,30,30,29997,3405
100000,10,10,10,60000,29846
100000,10,15,15,59994,13354
100000,10,20,20,30000,4988
100000,10,25,25,36000,11932
100000,10,30,30,33330,10010
100000,10,10,10,60000,20092
100000,10,15,15,53328,20082
100000,10,20,20,40000,14989
100000,10,25,25,40000,12035
100000,10,30,30,26664,13473
100000,10,10,10,70000,29874
100000,10,15,15,59994,13514
100000,10,20,20,35000,14940
100000,10,25,25,40000,4079
100000,10,30,30,33330,3352
100000,10,10,10,40000,9982
100000,10,15,15,46662,33389
100000,10,20,20,35000,14958
100000,10,25,25,28000,15935
100000,10,30,30,23331,9867
100000,10,10,10,50000,9922
100000,10,15,15,59994,20136
100000,10,20,20,45000,4983
100000,10,25,25,32000,8190
100000,10,30,30,29997,3317
100000,10,10,10,70000,50281
100000,10,15,15,46662,6673
100000,10,20,20,40000,15044
100000,10,25,25,24000,4062
100000,10,30,30,29997,13213
100000,10,10,10,70000,19859
100000,10,15,15,39996,6815
100000,10,20,20,45000,15010
100000,10,25,25,32000,7988
100000,10,30,30,26664,6663
100000,10,10,10,50000,30042
100000,10,15,15,53328,6665
100000,10,20,20,40000,10026
100000,10,25,25,36000,3992
100000,10,30,30,29997,3395
100000,10,10,10,70000,20008
100000,10,15,15,46662,13469
100000,10,20,20,35000,9964
100000,10,25,25,32000,7980
100000,10,30,30,29997,6456
100000,10,10,10,60000,20088
100000,10,15,15,39996,6729
100000,10,20,20,35000,10194
100000,10,25,25,36000,4074
100000,10,30,30,29997,3187
100000,10,10,10,60000,9802
100000,10,15,15,53328,26628
100000,10,20,20,40000,9924
100000,10,25,25,40000,12091
100000,10,30,30,29997,10051
100000,10,10,10,70000,19857
100000,10,15,15,53328,13407
100000,10,20,20,40000,15056
100000,10,25,25,36000,12152
100000,10,30,30,23331,3362
100000,10,10,10,70000,19989
100000,10,15,15,46662,13290
100000,10,20,20,30000,5034
100000,10,25,25,32000,3972
100000,10,30,30,29997,13541
100000,10,10,10,70000,19904
100000,10,15,15,53328,13374
100000,10,20,20,40000,9876
100000,10,25,25,40000,11984
100000,10,30,30,26664,6585
100000,10,10,10,60000,29973
100000,10,15,15,53328,20095
100000,10,20,20,40000,14892
100000,10,25,25,32000,19970
100000,10,30,30,29997,9930
100000,10,10,10,60000,29884
100000,10,15,15,53328,13449
100000,10,20,20,45000,10087
100000,10,25,25,36000,7742
100000,10,30,30,26664,6722
100000,10,10,10,60000,10072
100000,10,15,15,59994,13408
100000,10,20,20,40000,10082
100000,10,25,25,40000,16279
100000,10,30,30,23331,6700
100000,10,10,10,50000,20015
100000,10,15,15,59994,13398
100000,10,20,20,35000,15036
100000,10,25,25,28000,8001
100000,10,30,30,29997,10014
100000,10,10,10,80000,29898
100000,10,15,15,39996,26706
100000,10,20,20,40000,5000
100000,10,25,25,32000,7930
100000,10,30,30,23331,10129
100000,10,10,10,80000,9967
100000,10,15,15,46662,13286
100000,10,20,20,40000,5021
100000,10,25,25,32000,8052
100000,10,30,30,26664,9998
100000,10,10,10,60000,10016
100000,10,15,15,53328,13359
100000,10,20,20,40000,20219
100000,10,25,25,28000,4038
100000,10,30,30,29997,10139
100000,10,10,10,50000,20025
100000,10,15,15,46662,20149
100000,10,20,20,45000,10004
100000,10,25,25,32000,11930
100000,10,30,30,29997,3352
100000,10,10,10,80000,19996
100000,10,15,15,53328,13377
100000,10,20,20,40000,9949
100000,10,25,25,36000,7985
100000,10,30,30,29997,16522
100000,10,10,10,70000,19919
100000,10,15,15,39996,13038
100000,10,20,20,45000,15120
100000,10,25,25,40000,3878
100000,10,30,30,33330,6675
100000,10,10,10,60000,30004
100000,10,15,15,46662,6605
100000,10,20,20,40000,10058
100000,10,25,25,32000,4041
100000,10,30,30,19998,3295
100000,10,10,10,80000,19955
100000,10,15,15,53328,6824
100000,10,20,20,45000,10131
100000,10,25,25,36000,3941
100000,10,30,30,26664,6760
100000,10,10,10,60000,20035
100000,10,15,15,46662,19793
100000,10,20,20,45000,4976
100000,10,25,25,36000,4040
100000,10,30,30,19998,10096
100000,10,10,10,80000,20188
100000,10,15,15,39996,20061
100000,10,20,20,40000,4947
100000,10,25,25,36000,16118
100000,10,30,30,29997,6638
100000,10,10,10,60000,9999
100000,10,15,15,33330,13284
100000,10,20,20,35000,10063
100000,10,25,25,32000,4099
100000,10,30,30,29997,9855
100000,10,10,10,70000,9890
100000,10,15,15,39996,13288
100000,10,20,20,40000,4947
100000,10,25,25,36000,16010
100000,10,30,30,23331,9972
100000,10,10,10,60000,30140
100000,10,15,15,53328,13376
100000,10,20,20,40000,9992
100000,10,25,25,32000,8094
100000,10,30,30,33330,6661
100000,10,10,10,60000,19955
100000,10,15,15,53328,6618
100000,10,20,20,35000,20019
100000,10,25,25,40000,12046
100000,10,30,30,29997,3304
100000,10,10,10,50000,29741
100000,10,15,15,46662,20044
100000,10,20,20,40000,10107
100000,10,25,25,28000,3998
100000,10,30,30,26664,13304
100000,10,10,10,60000,29883
100000,10,15,15,39996,6681
100000,10,20,20,40000,10196
100000,10,25,25,32000,7954
100000,10,30,30,26664,9972
100000,10,10,10,70000,19788
100000,10,15,15,39996,26587
100000,10,20,20,45000,10118
100000,10,25,25,40000,8116
100000,10,30,30,23331,6614
100000,10,10,10,70000,20041
100000,10,15,15,53328,6608
100000,10,20,20,35000,5020
100000,10,25,25,28000,8142
100000,10,30,30,26664,6818
100000,10,10,10,60000,10075
100000,10,15,15,59994,6607
100000,10,20,20,40000,5046
100000,10,25,25,28000,16020
100000,10,30,30,26664,13342
100000,10,10,10,70000,19885
100000,10,15,15,59994,13325
100000,10,20,20,40000,5093
100000,10,25,25,36000,12000
100000,10,30,30,33330,9829
100000,10,10,10,50000,20011
100000,10,15,15,53328,13426
100000,10,20,20,35000,9928
100000,10,25,25,36000,7935
100000,10,30,30,26664,3380
100000,10,10,10,60000,19953
100000,10,15,15,46662,20168
100000,10,20,20,45000,15143
100000,10,25,25,40000,4019
100000,10,30,30,29997,13234
100000,10,10,10,80000,19939
100000,10,15,15,53328,20041
100000,10,20,20,45000,14998
100000,10,25,25,36000,4029
100000,10,30,30,33330,9967
100000,10,10,10,70000,19861
100000,10,15,15,53328,13257
100000,10,20,20,35000,10006
100000,10,25,25,36000,12041
100000,10,30,30,23331,3358
100000,10,10,10,70000,19818
100000,10,15,15,53328,26667
100000,10,20,20,40000,14905
100000,10,25,25,28000,8079
100000,10,30,30,23331,6665
100000,10,10,10,80000,20117
100000,10,15,15,46662,13416
100000,10,20,20,40000,10053
100000,10,25,25,40000,3884
100000,10,30,30,29997,6678
100000,10,10,10,60000,19859
100000,10,15,15,53328,13230
100000,10,20,20,35000,14878
100000,10,25,25,40000,8034
100000,10,30,30,33330,6841
100000,10,10,10,60000,20128
100000,10,15,15,46662,13201
100000,10,20,20,45000,4900
100000,10,25,25,32000,8076
100000,10,30,30,23331,3353
100000,10,10,10,60000,20113
100000,10,15,15,46662,13440
100000,10,20,20,40000,5006
100000,10,25,25,32000,7918
100000,10,30,30,29997,9956
100000,10,10,10,60000,9971
100000,10,15,15,53328,6712
100000,10,20,20,40000,9964
100000,10,25,25,28000,7913
100000,10,30,30,26664,6749
100000,10,10,10,60000,19944
100000,10,15,15,33330,13397
100000,10,20,20,45000,20046
100000,10,25,25,40000,11883
100000,10,30,30,29997,3335
100000,10,10,10,60000,10013
100000,10,15,15,53328,6645
100000,10,20,20,35000,10102
100000,10,25,25,36000,11792
100000,10,30,30,29997,3373
100000,10,10,10,50000,20020
100000,10,15,15,39996,13278
100000,10,20,20,35000,5059
100000,10,25,25,36000,8067
100000,10,30,30,29997,3355
100000,10,10,10,60000,9875
100000,10,15,15,46662,6677
100000,10,20,20,45000,9991
100000,10,25,25,36000,3971
100000,10,30,30,26664,3289
100000,10,10,10,70000,19972
100000,10,15,15,46662,19949
100000,10,20,20,40000,9862
100000,10,25,25,36000,16101
100000,10,30,30,26664,3394
100000,10,10,10,50000,29837
100000,10,15,15,46662,6633
100000,10,20,20,40000,9967
100000,10,25,25,40000,11965
100000,10,30,30,26664,3297
100000,10,10,10,60000,9883
100000,10,15,15,53328,20045
100000,10,20,20,45000,15063
100000,10,25,25,36000,4002
100000,10,30,30,33330,6779
100000,10,10,10,60000,20032
100000,10,15,15,53328,19859
100000,10,20,20,30000,14930
100000,10,25,25,36000,8025
100000,10,30,30,33330,6591
100000,10,10,10,70000,29929
100000,10,15,15,46662,6601
100000,10,20,20,40000,9927
100000,10,25,25,36000,12099
100000,10,30,30,23331,16705
100000,10,10,10,80000,20140
100000,10,15,15,59994,13292
100000,10,20,20,35000,20091
100000,10,25,25,36000,8052
100000,10,30,30,26664,3297
100000,10,10,10,50000,19944
100000,10,15,15,39996,20177
100000,10,20,20,45000,9900
100000,10,25,25,32000,11911
100000,10,30,30,26664,9948
100000,10,10,10,80000,20102
100000,10,15,15,39996,13378
100000,10,20,20,40000,20022
100000,10,25,25,32000,7960
100000,10,30,30,19998,9964
100000,10,10,10,70000,19876
100000,10,15,15,53328,20287
100000,10,20,20,35000,20001
100000,10,25,25,36000,7980
100000,10,30,30,33330,3279
100000,10,10,10,80000,19976
100000,10,15,15,59994,6647
100000,10,20,20,35000,4961
100000,10,25,25,32000,4036
100000,10,30,30,29997,13461
100000,10,10,10,60000,19862
100000,10,15,15,53328,20065
100000,10,20,20,45000,5006
100000,10,25,25,32000,12129
100000,10,30,30,26664,3314
100000,10,10,10,70000,19971
100000,10,15,15,53328,19953
100000,10,20,20,35000,14870
100000,10,25,25,40000,15994
100000,10,30,30,33330,6673
100000,10,10,10,70000,29796
100000,10,15,15,53328,20019
100000,10,20,20,45000,9920
100000,10,25,25,36000,3897
100000,10,30,30,26664,9987
100000,10,10,10,60000,20065
100000,10,15,15,66660,26722
100000,10,20,20,50000,15036
100000,10,25,25,36000,7996
100000,10,30,30,26664,3446
100000,10,10,10,70000,20046
100000,10,15,15,53328,19875
100000,10,20,20,40000,9959
100000,10,25,25,28000,12270
100000,10,30,30,29997,3253
100000,10,10,10,60000,20107
100000,10,15,15,53328,13206
100000,10,20,20,40000,10170
100000,10,25,25,28000,12238
100000,10,30,30,29997,9979
100000,10,10,10,60000,30083
100000,10,15,15,59994,13237
100000,10,20,20,40000,4947
100000,10,25,25,36000,8202
100000,10,30,30,29997,9966
100000,10,10,10,60000,30180
100000,10,15,15,46662,26768
100000,10,20,20,40000,10004
100000,10,25,25,40000,8110
100000,10,30,30,26664,10030
100000,10,10,10,60000,19862
100000,10,15,15,53328,20216
100000,10,20,20,40000,10031
100000,10,25,25,36000,15998
100000,10,30,30,29997,3368
100000,10,10,10,70000,20129
100000,10,15,15,53328,6698
100000,10,20,20,45000,9914
100000,10,25,25,36000,16116
100000,10,30,30,23331,13233
100000,10,10,10,70000,30069
100000,10,15,15,53328,13285
100000,10,20,20,30000,4865
100000,10,25,25,40000,16109
100000,10,30,30,33330,9876
100000,10,10,10,60000,9865
100000,10,15,15,46662,6759
100000,10,20,20,40000,4996
