0,0
2695,0
4830,0
5849,0
5753,0
5741,0
5776,0
5807,0
5767,0
5817,0
5715,0
5794,0
5693,0
5596,0
5791,0
5807,0
5721,0
5771,0
5760,0
5787,0
5761,0
5611,1
5633,0
5573,0
5647,0
5676,0
5638,0
5680,0
5662,0
5653,0
5681,0
5662,0
5636,0
5673,0
5664,0
5665,0
5652,0
5666,0
5639,0
5653,0
5680,0
5650,0
5646,0
5672,0
5613,0
5581,0
5657,0
5672,0
5650,0
5638,0
5662,0
5659,0
5672,0
5673,0
5650,0
5686,0
5676,0
5658,0
5672,0
5667,0
5649,0
5643,0
5656,0
5660,0
5652,0
5657,0
5647,0
5653,0
5666,0
5664,0
5319,1
5718,0
5779,0
5718,0
5761,0
5736,0
5739,0
5765,0
5788,0
5722,0
5754,0
5762,0
5709,0
5700,0
5649,0
5798,0
5717,0
5777,0
5799,0
5721,0
5733,0
