0,0
2704,0
5018,0
5599,0
5702,0
5709,0
5770,0
5742,0
5794,0
5795,0
5807,0
5711,0
5729,0
5693,0
5752,0
5753,0
5753,0
5725,0
5741,0
5765,0
5821,0
5319,1
5210,0
5211,0
5229,0
5211,0
5232,0
5240,0
5213,0
5235,0
5191,0
5230,0
5226,0
5231,0
4951,0
5226,0
5218,0
5213,0
5176,0
5183,0
5191,0
5207,0
5245,0
5183,0
5232,0
5196,0
5242,0
5228,0
5231,0
5213,0
5214,0
5196,0
5248,0
5217,0
5238,0
5215,0
5244,0
5243,0
5214,0
5221,0
5229,0
5219,0
5225,0
5209,0
5243,1
5656,0
5787,0
5747,0
5746,0
5753,0
5768,0
5753,0
5729,0
5720,0
5744,0
5775,0
5788,0
5746,0
5750,0
5749,0
5784,0
5748,0
5772,0
5776,0
5746,0
5712,0
5787,0
5756,0
5751,0
5749,0
5723,0
