0,0
2646,0
4704,0
5821,0
5646,0
5706,0
5790,0
5715,0
5809,0
5805,0
5801,0
5778,0
5833,0
5794,0
5780,0
5788,0
5818,0
5776,0
5708,0
5772,0
5808,0
5055,1
4923,0
4914,0
4878,0
4934,0
4875,0
4904,0
4911,0
4879,0
4930,0
4936,0
4870,0
4877,0
4905,0
4907,0
4944,0
4908,0
4926,0
4949,0
4768,0
4925,0
4944,0
4911,0
4906,0
4940,0
4948,0
4901,0
4960,0
4929,0
4906,0
4900,0
4898,0
4976,0
4916,0
4910,0
4961,0
4921,0
4951,0
4922,0
4932,0
4929,0
5534,1
5756,0
5778,0
5774,0
5719,0
5789,0
5745,0
5793,0
5817,0
5827,0
5734,0
5803,0
5735,0
5776,0
5791,0
5772,0
5745,0
5738,0
5785,0
5767,0
5776,0
5745,0
5765,0
5663,0
5719,0
5730,0
5784,0
5767,0
5734,0
