0,0
2792,0
4840,0
5756,0
5714,0
5761,0
5754,0
5822,0
5819,0
5809,0
5828,0
5797,0
5757,0
5791,0
5812,0
5801,0
5821,0
5801,0
5770,0
5822,0
5821,0
5512,1
5518,0
5529,0
5522,0
5474,0
5540,0
5539,0
5519,0
5492,0
5563,0
5517,0
5515,0
5520,0
5502,0
5567,0
5535,0
5430,0
5484,0
5499,0
5539,0
5538,0
5532,0
5495,0
5497,0
5520,0
5486,0
5447,0
5491,0
5502,0
5493,0
5526,0
5556,0
5505,0
5519,0
5530,0
5527,0
5508,0
5523,0
5511,0
5507,0
5510,0
5399,0
5379,0
5463,0
5514,0
5455,1
5755,0
5813,0
5776,0
5708,0
5759,0
5798,0
5743,0
5781,0
5788,0
5764,0
5803,0
5753,0
5791,0
5767,0
5794,0
5771,0
5801,0
5799,0
5743,0
5798,0
5820,0
5746,0
5781,0
5777,0
