0,0
2650,0
4790,0
5597,0
5751,0
5832,0
5781,0
5773,0
5847,0
5518,0
5828,0
5750,0
5822,0
5806,0
5857,0
5815,0
5796,0
5818,0
5779,0
5855,0
5823,0
4666,1
4408,0
4358,0
4468,0
4557,0
4478,0
4419,0
4424,0
4515,0
4459,0
4541,0
4467,0
4455,0
4447,0
4425,0
4352,0
4447,0
4446,0
4490,0
4462,0
4371,0
4459,0
4436,0
4436,0
4441,0
4502,0
4396,0
4405,0
4544,0
4474,0
4522,0
4488,0
4445,0
4439,0
4963,1
5844,0
5828,0
5832,0
5816,0
5817,0
5785,0
5851,0
5830,0
5851,0
5791,0
5773,0
5814,0
5821,0
5757,0
5799,0
5758,0
5793,0
5869,0
5809,0
5756,0
5774,0
5792,0
5786,0
5850,0
5833,0
5851,0
5812,0
5759,0
5803,0
5764,0
5797,0
5754,0
5794,0
5700,0
5817,0
