0,0
24028,0
101966,0
104970,0
104939,0
104090,0
104812,0
103005,0
104341,0
103633,0
102302,0
95709,1
99574,0
97800,0
96776,0
100679,1
100416,0
102722,0
99896,0
101218,0
103711,0
103514,0
102605,0
102167,0
101147,0
103106,0
103976,0
102521,0
103302,0
103261,0
103168,0
103728,0
103992,0
103543,0
104455,0
104650,0
105135,0
105520,0
105231,0
104707,0
104392,0
104086,0
105062,0
104264,0
103733,0
104724,0
103408,0
103603,0
104090,0
104184,0
102976,0
104605,0
103790,0
103588,0
103927,0
104835,0
104486,0
103108,0
104567,0
103404,0
103958,0
104342,0
103866,0
104104,0
104516,0
104350,0
104960,0
105232,0
104180,0
104867,0
103458,0
103979,0
105794,0
104719,0
105430,0
104925,0
